clade_name	NCBI_tax_id	SRS150038	SRS149973	SRS149696	SRS149647	SRS149585	SRS149492	SRS149334	SRS149286	SRS149237	SRS149190	SRS149084	SRS148979	SRS148826	SRS148777	SRS148730	SRS148520	SRS148414	SRS148367	SRS148287	SRS148262	SRS148205	SRS148193	SRS148100	SRS147937	SRS147871	SRS147745	SRS147718	SRS147670	SRS147547	SRS147442	SRS147386	SRS147338	SRS147281	SRS147184	SRS147128	SRS147106	SRS147057	SRS146878	SRS146866	SRS146830	SRS146797	SRS146750	SRS145509	SRS144765	SRS144707	SRS144621	SRS144427	SRS144402	SRS144306	SRS144237	SRS144144	SRS144121	SRS144096	SRS144026	SRS144000	SRS143885	SRS143872	SRS143759	SRS143684	SRS143409	SRS143360	SRS143141	SRS143094	SRS142940	SRS142907	SRS142664	SRS142608	SRS142551	SRS142483	SRS140657	SRS105148	SRS105121	SRS105074	SRS104968	SRS104921	SRS104842	SRS104711	SRS104653	SRS104368	SRS104320	SRS104291	SRS104177	SRS104093	SRS104045	SRS103983	SRS102814	SRS101445	SRS101388	SRS101280	SRS100033	SRS098860	SRS098735	SRS098624	SRS098567	SRS098482	SRS098071	SRS098057	SRS097972	SRS097918	SRS097907	SRS079308	SRS078738	SRS078677	SRS078431	SRS078254	SRS078223	SRS078003	SRS077922	SRS077861	SRS077639	SRS077549	SRS077520	SRS077447	SRS077390	SRS077245	SRS077104	SRS077022	SRS076926	SRS076874	SRS076821	SRS076770	SRS075993	SRS075959	SRS075876	SRS075819	SRS075771	SRS075445	SRS075410	SRS075353	SRS075090	SRS075033	SRS074976	SRS074682	SRS074598	SRS065542	SRS065310	SRS065099	SRS064937	SRS064493	SRS064449	SRS064329	SRS064260	SRS064219	SRS064158	SRS063999	SRS063603	SRS063485	SRS063246	SRS062931	SRS058808	SRS058730	SRS058261	SRS058053	SRS057886	SRS057619	SRS057490	SRS056951	SRS056537	SRS056447	SRS056113	SRS056090	SRS055450	SRS055401	SRS055378	SRS054995	SRS054653	SRS054430	SRS054196	SRS053917	SRS053895	SRS053630	SRS053584	SRS052876	SRS052604	SRS052095	SRS052061	SRS051941	SRS051930	SRS051378	SRS051244	SRS051228	SRS050799	SRS049392	SRS049318	SRS049268	SRS047634	SRS047590	SRS047265	SRS047126	SRS047113	SRS047100	SRS045763	SRS045588	SRS045313	SRS045197	SRS045015	SRS044448	SRS044366	SRS044230	SRS043867	SRS043772	SRS043755	SRS043729	SRS043454	SRS043083	SRS043018	SRS042984	SRS042307	SRS024649	SRS024561	SRS024504	SRS024355	SRS024289	SRS024144	SRS024119	SRS024087	SRS024021	SRS023964	SRS023841	SRS023538	SRS023358	SRS022980	SRS022883	SRS022725	SRS022536	SRS022281	SRS022149	SRS022083	SRS021960	SRS021477	SRS020862	SRS020406	SRS020340	SRS020283	SRS019980	SRS019906	SRS019798	SRS019591	SRS019494	SRS019443	SRS019387	SRS019360	SRS019333	SRS019276	SRS019225	SRS019176	SRS019128	SRS019077	SRS019028	SRS018975	SRS018929	SRS018826	SRS018802	SRS018778	SRS018750	SRS018691	SRS018665	SRS018616	SRS018602	SRS018573	SRS018513	SRS018479	SRS018394	SRS018337	SRS018157	SRS018061	SRS017788	SRS017757	SRS017634	SRS017445	SRS017387	SRS017330	SRS017304	SRS017227	SRS017088	SRS017025	SRS016876	SRS016665	SRS016474	SRS016393	SRS016331	SRS016200	SRS016139	SRS016092	SRS016071	SRS016043	SRS015989	SRS015947	SRS015899	SRS015803	SRS015755	SRS015692	SRS015650	SRS015596	SRS015574	SRS015470	SRS015440	SRS015378	SRS015308	SRS015278	SRS015215	SRS015158	SRS015128	SRS015063	SRS015044	SRS014941	SRS014894	SRS014690	SRS014578	SRS014524	SRS014476	SRS014402	SRS013949	SRS013938	SRS013836	SRS013663	SRS013533	SRS013252	SRS012989	SRS012922	SRS011343	SRS011255	SRS011152	SRS011126	SRS011098
g__Gemella	2|1239|91061|1385||1378	0	0.04373	0.24242	0.1599	0.37613	0.00592	0.55112	0.41292	0.51216	0.0206	0.03253	0.0162	0.00289	0.03802	0.20317	0.27034	0.03255	0.31591	0.03787	0.21845	0.93456	0.36725	0.18761	0.04073	0.08375	0.33469	0.0955	1.01589	0.55271	0.53618	0.40285	0.74609	0.95017	0.75574	0.41039	0.1017	0.07981	0.63982	0.00943	0.01243	1.09485	0.01536	0.05722	0.01091	0.84442	1.34364	0.28266	0.32004	0.42342	0.23871	2.30417	0.0449	0.05579	0.19669	0.21965	0.69819	0.44376	0.1821	0.24594	0.08694	0	0.02306	0.30519	0	0	0.53002	0.17633	0.04898	0.54479	0.47078	0.57651	0.7016	0.74496	0.1255	0.00542	0.64544	1.32216	0.40518	0.1368	0.25686	0.24136	0.03011	0.03874	0.46224	0.48261	0.28388	0.13738	0.31305	0.31187	0.35783	0.03102	0.08435	0.37328	0.10486	0.02375	0.2456	0.11498	0.38883	0.1319	0.21687	0.56599	0.04474	0.95481	0.02877	0.59513	0.1632	0.376	0.02861	0.44503	0.11671	0.17434	1.15837	0.0132	0.07532	0.25764	0.00102	1.22543	0.0137	0.17038	0.22069	0.38205	0.02545	0.31911	0.5743	0.1622	0.0481	0.05578	0.12917	0.12742	0.07808	0.07132	0.29054	0.05842	0.11709	0.46535	1.10513	1.19864	1.11601	1.69562	0.26888	3.04026	0.99729	0	0.17259	0.23967	0.60132	0.03152	0.60253	0.32244	0.13808	0.03755	0.02036	0.47721	0.21535	0.33382	0.25544	0.53144	1.2134	1.54499	0.11468	0.79035	0.57146	0.68489	1.14227	0.00203	0.15795	1.30635	0.11964	0.33892	0.46904	0.00732	0.20917	1.91909	0.13814	0.30963	0.17067	0.30906	0.36492	1.57376	0.92866	0.81098	0.07303	0.00729	1.13695	1.25292	0.90755	0.56427	1.26019	0.08993	1.96201	0.37951	0.83162	0.13182	0.31511	0.26843	0.08928	0.28073	0.3048	0.07202	0.21818	0.03545	0.87586	0.36014	2.64419	0.44052	0.45297	0.90891	0.68789	0.16347	0.1887	0.50694	0.02316	0.48379	0.08872	0.54067	0.73892	0.21677	0.64439	0.09811	0.35985	2.31821	0.20217	0.46687	0.57829	1.06321	0.17269	0.16803	0.50117	0.54566	0.31079	0.61018	0.30257	0.35527	0.69589	0.51229	0.32976	0.06526	0.71332	0.18036	0.94845	0.90576	0.11178	0.06781	0.16554	0.06987	0.14213	0.40842	1.70081	1.73221	0.15875	0.29515	1.37646	0.06207	0.11348	1.09356	0.12889	1.71957	0.03361	0.13231	0.16186	0.90643	0.75835	0.10009	0.09654	0.29467	0.34865	0.26283	0.2077	0.32908	0.43493	0.62768	0.11738	0.03622	0.59066	16.32405	2.77206	0.13464	0.5647	0.93964	0.59915	0.19725	0.28667	0.16689	0.30789	0.09909	0.31151	0.8287	0.29616	0.10164	0.9694	0.92418	0.62303	0.35264	0.01988	0.53749	3.6581	2.18582	1.37088	0.00812	0.01646	0.40218	0.08034	0.37869	0.03742	0.73491	0.55827	0.40871	1.37851	0.07897	1.33801	0.6976	2.06591	0.2679	0.41321	0.17896	0.85086	1.03746	0.23293	0.94162	0.10386	0.77028	0.28284	2.33327	0.91709	0.23228
g__Staphylococcus	2|1239|91061|1385|90964|1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316	0	0.00354	0	0.00271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00613	0	0.00161	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685	0.00559	0	0	0	0	0
g__Abiotrophia	2|1239|91061|186826|186827|46123	0	0	0.86532	0.40156	0.09663	0	0	0.10591	1.55919	0.05032	0.51662	0	0	0.19725	0.03431	0.65529	0	0.30527	0.5749	0.71905	0.66575	0.6755	0.84645	0	0.06977	0	0	0.00951	0.02717	1.18617	0	0.04856	0.21045	0.9539	0.65421	0.12672	0.04193	0.72984	0.0012	0.00055	0.0241	0	0.01509	0.14493	0.7121	0.2147	0.00044	0.00353	1.15041	1.75469	0.0728	0.00448	0.00166	0.33271	0.27751	1.64194	0.31665	0	0.08013	0	0.11903	0.88803	0	0	0.75632	0.1172	0	0.05728	0.87755	0	1.7463	2.00643	0.3183	0.33038	0	0.01295	0.10804	0.50045	0.31443	0.36693	0.01769	0	0.22283	1.73746	0.13173	0.49253	0	0.03354	0.32301	0.11918	0	0	0.01241	0.23591	0.15238	0	1.5192	1.18087	4.14517	0	2.62899	0.44852	0.45248	0.15417	0.48846	0.23476	0.08763	0	0	1.69343	0.00432	0.04653	0.14033	0.0601	0.29817	0	0.22329	0.02606	0.03638	0.04559	0	0	0.5382	1.17406	0.09332	0.04112	0.04243	0.09217	0.02472	0.34437	0	0.00319	0	0.07356	0.14915	0.07293	0.23341	0	0.00076	2.31752	0.20964	0.94995	0	1.60389	0.01642	0.25637	0.19343	0.36175	0.92303	0.08508	0.07677	0.20583	0.01397	0.27216	0	1.16958	0.05195	0.49254	0.33457	0	0.633	0	0.62923	0.1294	0	0.1613	0.66943	0.16318	0.73918	0.66526	0	1.90497	0.66581	0.00172	0	0.00142	0.69886	1.81229	0.38734	0.05782	0	0.09435	0	0.1761	0.00252	0.12035	0	0.00915	0	0.38384	0.29892	0.47397	0.76076	0	0.26879	0.24011	0.00206	0	0	0	0	0.74256	0.01792	0.01587	0.3919	0	0.00968	0.64124	0	0.11905	0.01002	0.08672	0.01622	0.04981	0.82518	0.97082	0	0.00235	0.03174	0	0.18728	0	0.26474	0.11006	0.07673	0	0	1.98943	0	0.83917	0.12804	0.55212	0.02447	0	0.30504	0.04572	0	2.04453	0.01823	0.21056	0.38695	0.74903	1.02958	0.19393	0	0.46072	0.09793	1.13972	0.09152	0.30157	0	0.34222	0	0	0.33598	0.01055	0.44267	0.66438	0.32246	0.4905	0	0	0.71313	0	0.21858	0.01702	0.01475	0.015	0.06735	0.31405	0.03924	0	0.02749	0.16698	0.10019	1.05486	0	0.7734	0.15533	0.03468	0.08813	0.07918	0	0.77755	0.05061	0.09238	0.03305	0.00617	0.86465	0.27106	0.18623	0.17467	0	0	0.26326	0.55867	0.41789	0.2114	0	0	0.68802	0.0393	0.2004	0.09643	0.34765	0.31134	1.07496	0.55233	0.4862	1.1472	0.02356	0.43308	0.14836	0.18505	0.0933	0.14287	0.14278	0.00886	0	0	0.00095	0.49154	0.51496	1.05748	0.0575
g__Dolosigranulum	2|1239|91061|186826|186828|29393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulicatella	2|1239|91061|186826|186828|117563	0	0.0064	0.44117	0.04359	0.0314	0.00057	0.00686	0.03417	0.00834	0.00569	0.06402	0.0749	0	0.04775	0.02977	0.13604	0.00116	0.10745	0	0.00072	0.01354	0.09945	0.07817	0.00367	0.00396	0.01377	0.01035	0.0477	0.02451	0.16811	0.00957	0.1125	0.09115	0.04965	0.12272	0.02984	0.07558	0.31586	0.08454	0.04486	0.28915	0.00096	0.02484	0.00738	0.0422	0.06038	0.0331	0.07453	0.05499	0.02742	0.43604	0.02948	0.0363	0.0276	0.02007	0.03355	0.15324	0.07884	0.04643	0	0.03593	0.01608	0.25185	0	0.00714	0.02773	0.05047	0	0.02095	0	0.1601	0.20446	0.06525	0.03747	0.08845	0.00471	0.1045	0.09452	0.12612	0.01658	0.02452	0.02233	0.01146	0.04282	0.05691	0.05097	0.00892	0.04178	0.0093	0.19914	0.00649	0.00529	0.06283	0.01986	0.00746	0.00189	0.05578	0.01869	0.16715	0.05027	0.17355	0.02116	0.13423	0.02341	0.15599	0.0962	0	0.0424	0.00163	0.03792	0.0083	0.01802	0.01246	0.00735	0.00598	0.00875	0.13755	0.10554	0.03607	0.01998	0.01274	0	0.00174	0.09831	0.01132	0.06137	0.00882	0.0321	0.01717	0.04645	0.00639	0.00561	0.00305	0.01463	0.04876	0.47596	0.06742	0.12578	0	0.07598	0.31998	0.0547	0	0.04694	0.00264	0.08447	0.01196	0.10216	0	0.03704	0.01665	0.01939	0.02586	0.10146	0.02703	0.11302	0.0499	0.04063	0.19321	0.00141	0.30964	0.12662	0.13163	0.04314	0.00894	0.01397	0.2827	0.02227	0.08927	0.07403	0.029	0.04814	0.13008	0	0.04229	0.01592	0.0561	0.02295	0.2292	0.01679	0	0	0.01374	0.09386	0.02908	0.10009	0.0022	0.06364	0.01224	0.30409	0.12791	0.00828	0.01825	0.29268	0.01167	0.00922	0.03226	0.02893	0.029	0.0401	0.03574	0.1735	0.26004	0.04542	0.07548	0.02953	0.01723	0.43293	0.31017	0.00085	0.15877	0.13912	0.00355	0.12215	0.00332	0.01682	0.06783	0.07964	0.02397	0.00032	0.62629	0.02019	0.00255	0.1665	0.06023	0.02447	0	0.02944	0.09334	0.0187	0.06206	0.02677	0.25151	0	0.05509	0.06025	0.31644	0.1294	0.04774	0	0.11669	0.07297	0.04561	0.03315	0.03327	0.00498	0.051	0.36248	0.20027	0.01643	0.02868	0.03354	0.00166	0.00574	0.11181	0.04173	0.19107	0.02861	0.00745	0.01537	0	0.00242	0.03388	0	0.0111	0.06424	0.00948	0.00953	0	0.05335	0.0029	0.02197	0.01625	0.12865	1.07738	1.10119	0.0004	0.04933	0.02657	0.01872	0.00108	0.31614	0.14262	0.03612	0.03288	0.05123	0.01802	0.33727	0.04733	0.04155	0.332	0.03021	0.03576	0	0.00094	0.15122	0.09576	0.05023	0.01737	0.03752	0.0477	0.04278	0.08534	0.01576	0.15686	0.13721	0.01236	0.20528	0.00783	0.0293	0.07446	0.01974	0.05517	0	0.02847	0.00641	0.13967	0.00676	0.01165	0.00754	0.11348	0.01918	0.06326	0.03556	0.10362
g__Enterococcus	2|1239|91061|186826|81852|1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02955	0	0	0	0	0	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03812	0.01118	0	0	0	0	0
g__Lactobacillus	2|1239|91061|186826|33958|1578	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04787	0	0	0	0	0	0	0	0	0	0	0	0	0.24277	0	0	0	0	0	0	0.00566	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01773	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198
g__Lactococcus	2|1239|91061|186826|1300|1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443	0	0	0	0	0	0	0	0.01113	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0.01234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Streptococcus	2|1239|91061|186826|1300|1301	0	12.12323	21.97996	8.80419	20.86217	18.27061	18.9063	10.5574	9.17775	6.244	21.36672	10.11518	8.38586	7.30469	7.32386	13.10675	7.57651	6.70099	4.07733	5.25465	5.58348	10.33734	10.33927	3.23206	1.11629	9.17105	4.94189	14.56718	4.45031	8.17949	2.79982	12.17519	18.19358	11.45256	9.51086	8.00677	9.37365	7.02665	8.55254	7.34343	12.05258	18.09027	5.77754	7.93054	7.96758	11.62201	12.60492	15.92139	9.02906	5.00437	15.929	3.99138	5.93306	10.7956	9.19834	4.98886	10.68507	7.08172	5.53598	2.60382	16.36094	10.78015	15.8621	15.72673	7.34426	6.4552	4.65464	3.60016	3.95142	15.78629	12.72696	15.14742	10.54613	4.51428	4.12704	7.59269	11.05058	12.62014	12.6919	6.88254	9.25689	6.61603	8.04806	12.85218	7.92362	8.29385	2.77689	10.05669	14.10143	13.84918	14.45961	8.24127	8.96879	3.63229	3.76467	13.77069	5.54023	5.06197	18.06286	14.7061	18.86639	5.18566	6.32796	7.75181	29.56209	6.9396	1.7031	3.29385	2.16881	4.28742	7.57522	3.1889	5.47257	3.88172	3.09214	4.49454	8.5437	6.74352	6.79698	9.48534	4.31816	3.66868	25.36367	9.6175	4.59404	5.67686	8.07656	10.98919	7.08978	10.09348	6.86054	5.41344	2.744	7.27645	4.61471	15.17431	18.5139	8.40636	12.03897	13.07705	14.00335	1.98513	14.90206	8.99587	5.40845	6.15993	3.70084	7.94407	22.41168	9.28154	4.43453	9.11989	11.31469	6.75388	17.81439	14.28817	10.69616	8.51664	20.76131	11.79975	24.90412	23.30182	14.72207	2.46044	18.8485	8.12784	14.52609	15.86994	5.30021	9.90692	26.97408	10.13119	6.07777	7.75571	6.96512	3.88141	9.26159	11.50139	24.12714	9.09058	13.48641	5.50999	8.03981	5.19044	5.80831	4.40098	6.66919	26.50888	18.89665	4.67951	8.44126	18.42667	6.60852	19.87846	11.28464	2.89894	4.97151	21.11197	5.14998	15.77513	15.57766	17.01489	7.94838	13.19384	10.84057	9.2341	8.59839	17.56241	4.63467	4.49304	4.25101	4.434	9.25567	6.4913	1.55169	1.83802	18.25905	8.56167	4.47114	9.10752	27.25187	1.22342	1.90472	4.94244	5.87833	2.25202	6.553	20.8508	13.51061	7.82865	22.70228	6.31104	21.62103	1.95414	9.88287	11.16823	8.82658	17.08612	12.61479	14.39576	32.09089	29.02724	30.59949	7.66793	11.16963	8.36689	10.73096	15.81686	11.51099	10.55869	20.49765	3.99402	2.98203	3.38764	5.43623	13.37098	7.53346	12.50776	13.24818	15.84608	1.57994	1.45725	8.35475	17.48359	6.1255	17.91425	2.37082	1.8137	4.29089	8.52026	2.23019	7.39121	17.63069	1.97535	70.39146	24.56136	2.26168	3.80415	4.28692	7.05536	7.63805	5.88973	17.75448	21.25924	8.36273	15.8123	17.67314	20.43759	12.77329	7.67323	5.32448	4.02696	29.80256	3.27119	3.6239	10.90136	7.62665	14.40104	7.89519	12.40059	19.26069	17.91979	10.58896	7.86976	17.84466	4.83047	10.47641	29.40506	14.29016	23.16947	7.89941	26.06829	12.75122	7.17161	5.85657	2.24471	9.94386	3.76441	9.06283	14.38369	17.16407	10.16661	25.53854	7.00194	9.04539
g__Clostridium	2|1239|186801|186802|31979|1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	0	0	0	0	0.15031	0	0.00377	0.46376	0	0.02417	0	0	0	0	0.03944	0	0	0.01809	0	0.00547	0.26266	0.08273	0	0	0	0.2759	0.12539	0	0.46367	0	0.02944	0.00885	0.39167	0.00223	0.05866	0.00471	0	0.00573	0	0	0.00804	0	0	0.02691	0.08603	0.15107	0	0	0	0.00972	0.00581	0.0472	0.04893	0.02132	0.01762	0.17713	0.00412	0.00958	0.11376	0	0	0	0	0	0	0.34674	0.46731	0.00056	0.01273	0	0	0	0.08851	0	0	0.121	0.01016	0.08113	0	0.01017	0.00447	0.01848	0.01088	0	0.1777	0.00092	0.15586	0.0118	0.16538	0	0.00164	0.00041	0.0062	0.12004	0.00228	0.00241	0	0.0044	0.00145	0.10003	0	0	0.00398	0.00583	0	0.02838	0.15223	0	0.12295	0	0.09228	0.02171	0.01579	0.00327	0.01348	0	0.14313	0	0	0.04679	0	0.06007	0.0813	0	0.14469	0	0	0	0.05323	0.00255	0.02521	0.01338	0.00282	0	0.04388	0.09258	0.12876	0	0	0.06003	0.33642	0.09998	0	0.02789	0.01879	0.13227	0	0	0.13085	0.31437	0.00541	0	0.32459	0	0	0.00523	0	0.01167	0.04015	0.00764	0.00776	0.07187	0.25568	0.02228	0	0.00046	0.2115	0	0	0	0	0.01629	0	0	0.39772	0.02579	0	0.20603	0.03158	0.06888	0	0	0	0.57316	0.16415	0.60478	0.01568	0.0006	0	0.53098	0	0.35689	0	0.67654	0.02127	0	0.00633	0	0	0	0	0	0.01582	0.30781	0.16283	0.09193	0.00176	0	0	0.06036	0.01804	0	0	0.06987	0.25138	0.35935	0	0.21021	0.00084	0.0146	0.08714	0.12151	0.05606	0.00548	0.07544	0.41676	0.20862	0.08476	0	0.0726	0	0	0	3.90348	0.01662	0	0	0	0	0	0	0	0	0.07258	0.00374	0.18269	0.04379	0	0.00515	0.04573	0.01124	0.44577	0.04144	0.05512	0.00511	0	0.01237	0	0	0	0.1718	0.17066	0.00158	0	0.08235	0.00527	0.0123	0.01003	0.3302	0	1.38178	0.00211	0.10187	0.60853	0.01106	0.04135	0.03073	0.0194	0.0749	0.27467	0.32056	0	0.00052	0	0.19434	0.36166	0	0.01821	0	0.11171	0.02024	0.04188	0	0.02923	0.03606	0	0	0	0	0	0.2382	0.0038	0.03106	0.00145	0.04874	0.02061	0	0.03398	0.06023	0	0.68041	0.0088	0.00356	0	0.29458	0.83372	0.24325	0.01037	0.25842	0	0.0008	0.55688	0.13197	0.17582	0.03848
